52 60
79 23 90 37 81 36 17 76 67 80 24 53 17 40 84 35 5 3 6 83 93 20 17 66 94 15 84 55 6 12 53 85 36 95 22 69 31 40 97 98 72 22 3 41 14 39 76 19 42 35 3 88 
55 72 54 50 87 90 57 93 55 62 79 43 57 53 12 88 45 10 38 70 84 42 11 98 81 40 69 76 75 24 16 82 97 70 32 36 61 90 82 16 4 13 59 62 66 23 2 64 85 41 34 69 
35 45 19 68 85 41 96 12 65 12 95 14 83 27 3 96 69 85 64 26 98 75 88 16 50 90 80 36 83 14 57 18 12 29 39 49 70 35 62 87 48 57 54 83 36 57 31 58 42 47 84 92 
74 24 8 24 14 41 12 50 7 22 68 19 51 59 69 73 95 83 12 95 92 66 30 28 23 61 38 17 8 74 9 34 98 70 58 13 11 23 15 70 45 83 90 48 95 11 21 90 94 85 37 38 
52 67 66 75 28 57 93 88 31 54 22 30 76 32 95 39 55 10 10 52 45 0 0 40 63 73 82 9 59 19 47 11 86 65 38 14 22 83 54 54 38 28 36 66 61 31 6 68 93 16 21 38 
68 73 79 31 47 61 40 58 33 87 69 19 52 59 86 27 43 40 81 33 21 17 99 82 0 5 2 93 73 23 31 41 97 62 72 96 76 64 54 9 3 75 80 8 34 66 35 29 59 68 62 80 
37 14 14 37 71 16 82 45 92 13 86 41 28 11 37 56 27 43 17 31 18 97 91 4 64 26 34 75 46 96 55 83 62 21 72 34 37 54 79 81 19 17 22 47 80 11 3 8 54 20 91 24 
70 82 29 86 60 63 61 6 11 68 41 74 89 13 8 78 67 39 60 86 56 34 86 37 46 89 97 0 62 88 25 32 22 6 70 34 69 31 40 32 51 81 58 92 46 66 70 13 57 82 99 14 
17 37 3 63 27 52 15 41 92 40 25 14 98 95 0 67 78 40 52 29 73 10 21 19 29 43 84 86 78 35 52 95 73 7 10 52 59 25 93 51 18 70 17 16 65 17 36 95 9 40 24 34 
50 97 53 79 92 89 18 70 25 70 17 98 78 79 50 37 5 95 41 75 65 10 91 82 80 79 77 41 19 53 76 22 2 81 1 46 71 19 69 96 90 38 46 20 18 48 57 75 43 50 50 60 
13 93 94 93 73 23 34 44 28 10 66 82 44 20 28 15 91 97 63 81 36 9 53 6 57 63 81 52 13 31 64 26 24 58 71 49 81 58 46 9 68 12 43 64 84 71 79 76 21 42 9 9 
3 63 15 12 26 96 64 91 27 80 70 3 38 41 5 71 99 51 32 20 15 75 84 0 47 16 76 20 58 85 29 62 0 44 26 26 92 91 18 71 71 88 74 62 81 31 33 33 34 18 53 50 
93 89 2 92 5 30 12 16 67 41 30 68 37 56 46 29 99 64 0 23 4 27 85 86 58 70 71 45 88 76 95 82 65 49 74 23 79 87 91 46 80 21 66 18 29 13 99 29 29 0 52 34 
79 89 72 89 59 43 34 48 19 81 82 36 30 8 11 61 47 2 60 28 75 26 98 5 91 97 86 21 49 90 7 28 31 79 18 90 74 4 90 45 86 24 33 68 33 45 82 80 99 42 8 75 
20 58 32 12 56 70 33 57 60 40 86 91 71 56 33 45 12 76 42 50 0 75 19 33 20 1 66 20 95 26 47 15 85 79 27 93 49 12 50 61 4 88 4 75 44 37 72 9 13 14 59 66 
42 78 51 62 31 17 34 26 44 81 94 29 12 73 74 61 86 24 74 42 13 78 70 9 68 42 18 33 9 78 99 3 8 51 65 40 20 52 18 64 85 12 45 98 38 19 11 24 96 86 18 9 
16 88 70 84 83 89 18 44 19 17 47 27 20 64 19 41 16 90 5 54 54 3 52 92 22 63 68 70 1 87 79 18 27 50 2 10 91 72 6 10 90 53 89 62 18 61 3 86 51 61 40 5 
16 44 50 90 60 18 61 13 57 40 31 85 42 86 47 33 58 54 95 0 7 85 63 77 98 18 16 49 31 8 6 47 53 56 38 65 27 99 78 84 39 62 69 34 48 17 19 58 71 15 11 30 
52 26 8 50 96 24 51 28 84 57 75 37 66 13 2 93 64 81 77 56 95 99 90 43 68 9 53 39 76 64 21 28 42 81 30 39 57 81 67 42 91 94 79 57 60 34 50 24 67 79 80 62 
78 70 57 98 32 10 37 8 27 11 89 21 92 19 60 50 1 79 92 92 74 23 1 34 57 3 58 24 82 91 38 13 13 95 11 45 58 1 6 85 64 95 6 56 14 19 6 67 98 50 11 24 

